state,leaid,name
AZ,0400185,Pioneer Technology & Arts Academy of Arizona
AZ,0400187,Stepping Stones Academy
AZ,0400190,Liberty Traditional Charter School
AZ,0400191,Fit Kids Inc. dba Champion Schools
AZ,0400197,Northern Arizona Vocational Institute of Technolog
AZ,0400201,Pima County
AZ,0400202,Academy of Tucson Inc.
AZ,0400204,Mountain Rose Academy Inc.
AZ,0400205,Great Expectations Academy
AZ,0400208,Mountain Oak Charter School Inc.
AZ,0400209,Park View School Inc.
AZ,0400210,Painted Pony Ranch Charter School
AZ,0400211,Mary Ellen Halvorson Educational Foundation. dba:
AZ,0400212,Benson Unified School District
AZ,0400213,Painted Desert Demonstration Projects Inc.
AZ,0400217,Little Lamb Community School
AZ,0400218,American Basic Schools LLC
AZ,0400219,Career Success Schools
AZ,0400221,Kaizen Education Foundation dba South Pointe Eleme
AZ,0400223,Daisy Education Corporation dba Sonoran Science Ac
AZ,0400225,Horizon Community Learning Center Inc.
AZ,0400227,Kaizen Education Foundation dba South Pointe Junio
AZ,0400229,Milestones Charter School
AZ,0400230,Pathfinder Charter School Foundation
AZ,0400231,James Madison Preparatory School
AZ,0400232,Self Development Charter School
AZ,0400235,Excalibur Charter Schools Inc.
AZ,0400237,Paramount Education Studies Inc
AZ,0400238,Metropolitan Arts Institute Inc.
AZ,0400239,P.L.C. Charter Schools
AZ,0400241,Paragon Management Inc.
AZ,0400243,Skyline Schools Inc.
AZ,0400244,Edkey Inc. dba Sequoia Charter School
AZ,0400246,Edkey Inc. - Sequoia Village School
AZ,0400248,Telesis Center for Learning Inc.
AZ,0400254,Southern Arizona Community Academy Inc.
AZ,0400255,Tucson Country Day School Inc.
AZ,0400258,Carden of Tucson Inc.
AZ,0400259,Southgate Academy Inc.
AZ,0400261,Eastpointe High School Inc.
AZ,0400263,Patagonia Montessori Elementary School
AZ,0400264,Santa Cruz Valley Opportunities in Education Inc.
AZ,0400266,PACE Preparatory Academy Inc.
AZ,0400267,Kestrel Schools Inc.
AZ,0400268,Juniper Tree Academy
AZ,0400273,GAR LLC dba Student Choice High School
AZ,0400274,AIBT Non-Profit Charter High School - Phoenix
AZ,0400275,Highland Free School
AZ,0400276,Academy with Community Partners-Arizona Inc
AZ,0400278,Deer Valley Charter Schools Inc.
AZ,0400279,West Gilbert Charter Elementary School Inc.
AZ,0400280,Mohave Accelerated Learning Center
AZ,0400281,Masada Charter School Inc.
AZ,0400282,Harvest Power Community Development Group Inc.
AZ,0400284,Omega Alpha Academy
AZ,0400288,Premier Charter High School
AZ,0400290,Pan-American Elementary Charter
AZ,0400295,Kingman Unified School District
AZ,0400303,North Star Charter School Inc.
AZ,0400310,Calibre Academy
AZ,0400311,ThrivePoint High School Inc.
AZ,0400315,Yavapai Accommodation School District
AZ,0400316,Cobre Valley Institute of Technology District
AZ,0400317,Khalsa Family Services
AZ,0400318,Aprender Tucson
AZ,0400320,Acorn Montessori Charter School
AZ,0400321,Pinnacle Education-WMCB Inc.
AZ,0400322,Desert Rose AcademyInc.
AZ,0400323,Crown Charter School Inc
AZ,0400326,Success School
AZ,0400327,Pointe Schools
AZ,0400329,American Virtual Academy
AZ,0400330,Compass High School Inc.
AZ,0400332,James Sandoval Preparatory High School
AZ,0400339,Destiny School Inc.
AZ,0400340,Noah Webster Schools - Mesa
AZ,0400341,Valley Academy for Career and Technology Education
AZ,0400343,Griffin Foundation Inc. The
AZ,0400345,Cochise Technology District
AZ,0400347,Coconino Association for Vocation Industry and Tec
AZ,0400348,Central Arizona Valley Institute of Technology
AZ,0400349,Gila Institute for Technology
AZ,0400350,PEAK School Inc. The
AZ,0400351,Kaizen Education Foundation dba Vista Grove Prepar
AZ,0400352,American Charter Schools Foundation d.b.a. Estrell
AZ,0400353,American Charter Schools Foundation d.b.a. Peoria
AZ,0400354,American Charter Schools Foundation d.b.a. Sun Val
AZ,0400355,American Charter Schools Foundation d.b.a. West Ph
AZ,0400356,Nosotros Inc
AZ,0400357,American Charter Schools Foundation d.b.a. Apache
AZ,0400359,Challenger Basic School Inc.
AZ,0400361,Arizona Community Development Corporation
AZ,0400363,SC Jensen Corporation Inc. dba Intelli-School
AZ,0400364,PAS Charter Inc. dba Intelli-School
AZ,0400366,Valley of the Sun Waldorf Education Association d
AZ,0400367,Pima Prevention Partnership dba Pima Partnership S
AZ,0400368,Academy of Mathematics and Science Inc.
AZ,0400370,Midtown Primary School
AZ,0400373,Tucson International Academy Inc.
AZ,0400374,Bell Canyon Charter School Inc
AZ,0400376,Cortez Park Charter Middle School Inc.
AZ,0400377,West Gilbert Charter Middle School Inc.
AZ,0400381,Carpe Diem Collegiate High School
AZ,0400382,CPLC Community Schools dba Toltecalli High School
AZ,0400384,American Charter Schools Foundation d.b.a. Desert
AZ,0400385,American Charter Schools Foundation d.b.a. Crestvi
AZ,0400386,Kaizen Education Foundation dba Summit High School
AZ,0400387,Kaizen Education Foundation dba Tempe Accelerated
AZ,0400388,Kaizen Education Foundation dba Skyview High Schoo
AZ,0400389,Kaizen Education Foundation dba Maya High School
AZ,0400390,Camelback Education Inc
AZ,0400391,Vista Charter School
AZ,0400394,Avondale Learning dba Precision Academy
AZ,0400395,LEAD Charter Schools
AZ,0400396,All Aboard Charter School
AZ,0400397,CAFA Inc. dba Learning Foundation Performing Arts
AZ,0400399,Montessori Academy Inc.
AZ,0400401,New World Educational Center
AZ,0400402,Cholla Academy
AZ,0400403,Akimel O Otham Pee Posh Charter School Inc.
AZ,0400404,Akimel O'Otham Pee Posh Charter School Inc.
AZ,0400405,Cornerstone Charter SchoolInc
AZ,0400406,Happy Valley School Inc.
AZ,0400407,CITY Center for Collaborative Learning
AZ,0400409,Satori Inc.
AZ,0400413,Mohave Accelerated Elementary School Inc.
AZ,0400414,Academy of Building Industries Inc.
AZ,0400415,Edkey Inc.
AZ,0400416,StarShine Academy
AZ,0400417,Arizona Agribusiness & Equine Center Inc.
AZ,0400419,Gila County Regional School District
AZ,0400420,Pillar Charter School
AZ,0400423,Legacy Education Group
AZ,0400424,Rosefield Charter Elementary School Inc.
AZ,0400425,East Mesa Charter Elementary School Inc.
AZ,0400427,Arizona Connections Academy Charter School Inc.
AZ,0400429,Country Gardens Charter Schools
AZ,0400432,Portable Practical Educational Preparation Inc. (
AZ,0400434,Santa Cruz County Regional School District
AZ,0400438,Imagine Charter Elementary at Desert West Inc.
AZ,0400439,Desert Star Community School Inc.
AZ,0400440,Chandler Preparatory Academy
AZ,0400441,Imagine Middle at Surprise Inc.
AZ,0400442,Imagine Middle at East Mesa Inc.
AZ,0400444,Prescott Valley Charter School
AZ,0400445,Imagine Charter Elementary at Camelback Inc.
AZ,0400447,American Charter Schools Foundation d.b.a. South R
AZ,0400448,Desert Sky Community School Inc.
AZ,0400450,Agua Fria Union High School District
AZ,0400455,Arizona State Hospital
AZ,0400456,Graham County Juvenile Detention
AZ,0400457,Cochise County Juvenile Detention
AZ,0400458,Yuma County Juvenile Justice Center
AZ,0400459,Maricopa County Sheriffs Office
AZ,0400460,Yavapai County Juvenile Justice Center
AZ,0400461,Mohave County Juvenile Detention
AZ,0400463,Arizona State Schools for the Deaf and the Blind
AZ,0400480,Aguila Elementary District
AZ,0400520,Ajo Unified District
AZ,0400600,Alhambra Elementary District
AZ,0400607,Eagle Elementary District
AZ,0400608,BASIS Charter Schools Inc.
AZ,0400610,Desert Heights Charter Schools
AZ,0400612,Northeast Arizona Technological Institute of Vocat
AZ,0400613,Educational Impact Inc.
AZ,0400614,MCCCD on behalf of Phoenix College Preparatory Aca
AZ,0400615,West-MEC - Western Maricopa Education Center
AZ,0400616,New School for the Arts Middle School
AZ,0400618,American Charter Schools Foundation d.b.a. South P
AZ,0400619,American Charter Schools Foundation d.b.a. Alta Vi
AZ,0400621,Pinnacle Education-Tempe Inc.
AZ,0400625,Pinnacle Education-Kino Inc.
AZ,0400626,Pinnacle Education-Casa Grande Inc.
AZ,0400630,Alpine Elementary District
AZ,0400632,Cochise Community Development Corporation
AZ,0400633,Canyon Rose Academy Inc.
AZ,0400636,Blueprint Education
AZ,0400637,Edkey Inc. - Redwood Academy
AZ,0400638,Edkey Inc. - Pathfinder Academy
AZ,0400640,Edkey Inc. - Sequoia School for the Deaf and Hard
AZ,0400641,Edkey Inc. - Sequoia Ranch School
AZ,0400649,Heritage Elementary School
AZ,0400650,Integrity Education Incorporated
AZ,0400653,Edkey Inc. dba Arizona Conservatory for Arts and
AZ,0400655,Veritas Preparatory Academy
AZ,0400656,RSD Charter School Inc.
AZ,0400680,Amphitheater Unified District
AZ,0400720,Antelope Union High School District
AZ,0400745,Legacy Traditional School - Maricopa
AZ,0400746,Eduprize Schools LLC
AZ,0400747,Scottsdale Preparatory Academy
AZ,0400748,Sage Academy Inc.
AZ,0400750,Apache Elementary District
AZ,0400751,Concordia Charter School Inc.
AZ,0400752,Pima County JTED
AZ,0400754,Imagine Desert West Middle Inc.
AZ,0400755,Freedom Academy Inc.
AZ,0400756,Imagine Camelback Middle Inc.
AZ,0400757,Arete Preparatory Academy
AZ,0400758,Candeo Schools Inc.
AZ,0400760,Glendale Preparatory Academy
AZ,0400762,Graham County School Superintendent
AZ,0400763,EAGLE South Mountain Charter Inc.
AZ,0400764,ASU Preparatory Academy
AZ,0400765,Gila County Sheriff's Office
AZ,0400766,Imagine Coolidge Elementary Inc.
AZ,0400767,Gila County Juvenile Detention
AZ,0400768,Pima Prevention Partnership dba Pima Partnership A
AZ,0400769,Imagine Prep Coolidge Inc.
AZ,0400770,Imagine Prep Surprise Inc.
AZ,0400771,Blue Adobe Project
AZ,0400772,Mountain Institute CTED #2
AZ,0400773,Yuma County Sheriff's Office
AZ,0400774,Daisy Education Corporation dba Sonoran Science Ac
AZ,0400775,San Tan Montessori School Inc.
AZ,0400776,Daisy Education Corporation dba Sonoran Science Ac
AZ,0400777,Santa Cruz County Sheriff's Office
AZ,0400778,Daisy Education Corporation dba Paragon Science Ac
AZ,0400779,Greenlee County Sheriff's Office
AZ,0400780,Imagine Avondale Elementary Inc.
AZ,0400781,Math and Science Success Academy Inc.
AZ,0400782,Haven Montessori Children's House Inc.
AZ,0400783,Imagine Prep Superstition Inc.
AZ,0400785,AZ Compass Schools Inc.
AZ,0400786,West Valley Arts and Technology Academy Inc.
AZ,0400787,Kaizen Education Foundation dba Vista Grove Prepar
AZ,0400788,ASU Preparatory Academy
AZ,0400789,Kaizen Education Foundation dba Liberty Arts Acade
AZ,0400790,Apache Junction Unified District
AZ,0400792,Vector School District Inc.
AZ,0400793,Sun Valley Academy - South Mountain Inc.
AZ,0400794,Western Arizona Vocational District #50
AZ,0400796,CAFA Inc. dba Learning Foundation and Performing
AZ,0400797,Academy Del Sol Inc.
AZ,0400798,Pioneer Preparatory School
AZ,0400799,Kaizen Education Foundation dba Gilbert Arts Acade
AZ,0400800,The Odyssey Preparatory Academy Inc.
AZ,0400801,Skyline Gila River Schools LLC
AZ,0400802,Imagine Avondale Middle Inc.
AZ,0400803,CAFA Inc. dba Learning Foundation and Performing
AZ,0400805,Choice Academies Inc.
AZ,0400807,Daisy Education Corporation dba. Sonoran Science A
AZ,0400810,Imagine Superstition Middle Inc.
AZ,0400811,Ombudsman Educational Services LTD a subsidiary
AZ,0400813,Camp Verde Unified School District dba South Verde
AZ,0400814,CPLC Community Schools dba Hiaki High School
AZ,0400815,Research Based Education Corporation
AZ,0400816,Educational Options Foundation
AZ,0400817,Ed Ahead
AZ,0400818,BASIS Charter Schools Inc.
AZ,0400819,Anthem Preparatory Academy
AZ,0400820,Compass Points International Inc
AZ,0400821,Pima Prevention Partnership
AZ,0400822,Daisy Education Corporation dba. Sonoran Science A
AZ,0400823,Kaizen Education Foundation dba Mission Heights Pr
AZ,0400824,Leading Edge Academy Maricopa
AZ,0400827,Arizona Education Solutions
AZ,0400828,Arizona Agribusiness & Equine Center Inc.
AZ,0400829,BASIS Charter Schools Inc.
AZ,0400830,BASIS Charter Schools Inc.
AZ,0400831,BASIS Charter Schools Inc.
AZ,0400832,Archway Classical Academy Trivium West
AZ,0400833,Archway Classical Academy Veritas
AZ,0400834,Archway Classical Academy Chandler
AZ,0400835,Yuma County Education Service Agency
AZ,0400836,Arizona Supreme Court
AZ,0400837,Apache County Sheriff's Office
AZ,0400838,Arizona Agribusiness & Equine Center Inc.
AZ,0400839,Pima Rose Academy Inc.
AZ,0400840,Arlington Elementary District
AZ,0400841,Archway Classical Academy Scottsdale
AZ,0400842,Legacy Traditional School - Northwest Tucson
AZ,0400843,BASIS Charter Schools Inc.
AZ,0400844,La Tierra Community School Inc
AZ,0400845,Leading Edge Academy Queen Creek
AZ,0400846,South Valley Academy Inc.
AZ,0400847,Legacy Traditional School - Avondale
AZ,0400849,EAGLE College Prep Harmony LLC
AZ,0400850,Reid Traditional Schools' Painted Rock Academy Inc
AZ,0400851,Trivium Preparatory Academy
AZ,0400852,Kaizen Education Foundation dba Havasu Preparatory
AZ,0400853,South Phoenix Academy Inc.
AZ,0400855,Legacy Traditional School - Chandler
AZ,0400857,ASU Preparatory Academy
AZ,0400858,ASU Preparatory Academy
AZ,0400859,ASU Preparatory Academy
AZ,0400861,North Phoenix Preparatory Academy
AZ,0400863,The Paideia Academies Inc
AZ,0400864,Happy Valley East
AZ,0400866,Archway Classical Academy Glendale
AZ,0400867,Ball Charter Schools (Val Vista)
AZ,0400868,Open Doors Community School Inc.
AZ,0400870,Ash Creek Elementary District
AZ,0400871,Legacy Traditional School - Laveen Village
AZ,0400872,Institute for Transformative Education Inc.
AZ,0400873,Archway Classical Academy North Phoenix
AZ,0400875,Maryvale Preparatory Academy
AZ,0400876,George Gervin Youth Center Inc.
AZ,0400877,Empower College Prep
AZ,0400878,BASIS Charter Schools Inc.
AZ,0400879,Scottsdale Country Day School
AZ,0400880,Southwest Leadership Academy
AZ,0400881,BASIS Charter Schools Inc.
AZ,0400882,Kaizen Education Foundation dba Advance U
AZ,0400884,ASU Preparatory Academy
AZ,0400885,Incito Schools
AZ,0400886,Archway Classical Academy Cicero
AZ,0400887,Vista College Preparatory Inc.
AZ,0400888,Archway Classical Academy Arete
AZ,0400890,ASU Preparatory Academy
AZ,0400891,Academy of Mathematics and Science South Inc.
AZ,0400892,Legacy Traditional School - Casa Grande
AZ,0400893,Hirsch Academy A Challenge Foundation
AZ,0400894,Kaizen Education Foundation dba Discover U Element
AZ,0400895,Espiritu Community Development Corp.
AZ,0400897,BASIS Charter Schools Inc.
AZ,0400898,BASIS Charter Schools Inc.
AZ,0400899,Legacy Traditional School - Gilbert
AZ,0400900,Cicero Preparatory Academy
AZ,0400902,The Farm at Mission Montessori Academy
AZ,0400903,BASIS Charter Schools Inc.
AZ,0400904,Edkey Inc. - Sequoia Pathway Academy
AZ,0400905,BASIS Charter Schools Inc.
AZ,0400907,StrengthBuilding Partners
AZ,0400909,Madison Highland Prep
AZ,0400910,Ash Fork Joint Unified District
AZ,0400911,Heritage Academy Gateway Inc.
AZ,0400912,EAGLE College Prep Mesa LLC.
AZ,0400913,Arizona Autism Charter Schools Inc.
AZ,0400914,Franklin Phonetic Primary School Inc.
AZ,0400915,CASA Academy
AZ,0400916,EAGLE College Prep Maryvale LLC
AZ,0400918,Arizona Language Preparatory
AZ,0400919,Lincoln Preparatory Academy
AZ,0400920,Southwest Technical Education District of Yuma (ST
AZ,0400921,Horizon Community Learning Center Inc.
AZ,0400922,Desert Star Academy
AZ,0400924,Western School of Science and Technology Inc.
AZ,0400925,Archway Classical Academy Lincoln
AZ,0400926,Heritage Academy Laveen Inc.
AZ,0400927,Legacy Traditional School - Queen Creek
AZ,0400929,Noah Webster Schools-Pima
AZ,0400930,Roosevelt Preparatory Academy
AZ,0400933,Legacy Traditional School - Surprise
AZ,0400934,Self Development Academy-Phoenix
AZ,0400936,BASIS Charter Schools Inc.
AZ,0400937,BASIS Charter Schools Inc.
AZ,0400939,Espiritu Schools
AZ,0400940,Academy of Mathematics and Science Inc.
AZ,0400941,BASIS Charter Schools Inc.
AZ,0400942,Ethos Academy - A Challenge Foundation Academy
AZ,0400943,BASIS Charter Schools Inc.
AZ,0400944,Leman Academy of Excellence Inc.
AZ,0400945,Pensar Academy
AZ,0400946,ASU Preparatory Academy
AZ,0400947,ASU Preparatory Academy - Casa Grande
AZ,0400948,Legacy Traditional School - Glendale
AZ,0400949,Painted Desert Montessori LLC
AZ,0400950,Pathways In Education-Arizona Inc.
AZ,0400951,Legacy Traditional School - Peoria
AZ,0400952,Kaizen Education Foundation dba Colegio Petite Pho
AZ,0400953,The Grande Innovation Academy
AZ,0400954,Legacy Traditional School - North Chandler
AZ,0400955,Estrella Educational Foundation
AZ,0400956,ASU Preparatory Academy
AZ,0400958,BASIS Charter Schools Inc.
AZ,0400959,Legacy Traditional School - Phoenix
AZ,0400960,Avondale Elementary District
AZ,0400961,BASIS Charter Schools Inc.
AZ,0400962,Legacy Traditional School - East Mesa
AZ,0400963,BASIS Charter Schools Inc.
AZ,0400964,Synergy Public School Inc.
AZ,0400965,ASU Preparatory Academy Digital
AZ,0400966,Highland Prep
AZ,0400967,BASIS Charter Schools Inc.
AZ,0400968,Victory Collegiate Academy Corporation
AZ,0400969,Arizona Agribusiness & Equine Center INC.
AZ,0400970,AIBT Non-Profit Charter High School Inc.
AZ,0400972,Yavapai County Education Service Agency
AZ,0400973,Cochise County School Superintendent
AZ,0400975,Phoenix International Academy
AZ,0400976,Think Through Academy
AZ,0400977,Arizona Language Schools
AZ,0400978,Edison Project
AZ,0400980,BASIS Charter Schools Inc.
AZ,0400981,Science Technology Engineering and Math Arizona
AZ,0400982,Navajo County Sheriff's Office
AZ,0400983,Yavapai County Sheriff's Office
AZ,0400984,Cochise County Sheriff's Office
AZ,0400985,Pinal County Detention Education Center
AZ,0400986,Maricopa County Detention Education Center
AZ,0400987,Somerset Academy Arizona Inc.
AZ,0400988,Valor Preparatory Academy LLC
AZ,0400989,ARCHES Academy
AZ,0400990,New Learning Ventures Inc.
AZ,0400991,Legacy Traditional School - Goodyear
AZ,0400992,Kaleidoscope School
AZ,0400993,New Horizon High School Inc.
AZ,0400994,Self Development Eastmark Academy
AZ,0400995,Self Development Scottsdale Academy
AZ,0400996,Legacy Traditional School - West Surprise
AZ,0400997,Legacy Traditional School - North Phoenix
AZ,0400998,A+ Charter Schools
AZ,0400999,Freedom Preparatory Academy
AZ,0401000,Bagdad Unified District
AZ,0401002,Scholars Academy Sunnyslope
AZ,0401003,Morrison Education Group Inc.
AZ,0401004,Candeo Schools Inc.
AZ,0401005,American Charter Schools Foundation dba Ridgeview
AZ,0401006,Legacy Traditional School - Mesa
AZ,0401007,Legacy Traditional School - Deer Valley
AZ,0401008,Legacy Traditional School - East Tucson
AZ,0401009,Glen Canyon Outdoor Academy
AZ,0401010,Liberty Leadership Academy
AZ,0401011,Madison Highland Prep Phoenix
AZ,0401012,Colearn Academy Arizona
AZ,0401013,Online School of Arizona
AZ,0401014,Copper State Academy
AZ,0401015,Cochise County Accommodation School District
AZ,0401016,SLAM Arizona Inc.
AZ,0401050,Balsz Elementary District
AZ,0401080,Beaver Creek Elementary District
AZ,0401160,Bicentennial Union High School District
AZ,0401180,Bisbee Unified District
AZ,0401230,Blue Elementary District
AZ,0401260,Bonita Elementary District
AZ,0401290,Bouse Elementary District
AZ,0401330,Bowie Unified District
AZ,0401380,Buckeye Elementary District
AZ,0401410,Buckeye Union High School District
AZ,0401460,Sierra Vista Unified District
AZ,0401500,Bullhead City School District
AZ,0401600,Camp Verde Unified District
AZ,0401650,Canon Elementary District
AZ,0401680,Cartwright Elementary District
AZ,0401710,Casa Grande Elementary District
AZ,0401740,Casa Grande Union High School District
AZ,0401760,Catalina Foothills Unified District
AZ,0401810,Cedar Unified District
AZ,0401830,Champie Elementary District
AZ,0401870,Chandler Unified District #80
AZ,0401920,Chevelon Butte School District
AZ,0401940,Chinle Unified District
AZ,0402130,Cochise Elementary District
AZ,0402190,Concho Elementary District
AZ,0402220,Congress Elementary District
AZ,0402250,Continental Elementary District
AZ,0402320,Coolidge Unified District
AZ,0402370,Cottonwood-Oak Creek Elementary District
AZ,0402400,Crane Elementary District
AZ,0402430,Creighton Elementary District
AZ,0402460,Crown King Elementary District
AZ,0402480,Graham County Special Services
AZ,0402490,Double Adobe Elementary District
AZ,0402530,Douglas Unified District
AZ,0402600,Duncan Unified District
AZ,0402690,Dysart Unified District
AZ,0402740,Mary C O'Brien Accommodation District
AZ,0402760,Elfrida Elementary District
AZ,0402790,Eloy Elementary District
AZ,0402820,Empire Elementary District
AZ,0402860,Flagstaff Unified District
AZ,0402920,Florence Unified School District
AZ,0403010,Flowing Wells Unified District
AZ,0403040,Fountain Hills Unified District
AZ,0403060,Fowler Elementary District
AZ,0403080,Fredonia-Moccasin Unified District
AZ,0403150,Fort Huachuca Accommodation District
AZ,0403200,Fort Thomas Unified District
AZ,0403240,Gadsden Elementary District
AZ,0403290,Ganado Unified School District
AZ,0403310,Gila Bend Unified District
AZ,0403400,Gilbert Unified District
AZ,0403420,Glendale Elementary District
AZ,0403450,Glendale Union High School District
AZ,0403500,Globe Unified District
AZ,0403550,Grand Canyon Unified District
AZ,0403660,Hackberry School District
AZ,0403730,Hayden-Winkelman Unified District
AZ,0403780,Higley Unified School District
AZ,0403820,Holbrook Unified District
AZ,0403860,Maricopa County Regional School District
AZ,0403870,Humboldt Unified District
AZ,0403900,Hyder Elementary District
AZ,0403950,Baboquivari Unified School District #40
AZ,0403960,Isaac Elementary District
AZ,0403990,J O Combs Unified School District
